Symbol,Symbol,Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,DTE,"Exp Date",Time,"Imp Vol","20D His Vol"
$SPX|20210618|3055.00C,$SPX,"3,055.00",+27.86%,"1,177.30","1,179.05","1,180.80",0.00,0.00,unch,0,0,0.00,108.72%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3060.00C,$SPX,"3,060.00",+27.74%,"1,172.30","1,174.05","1,175.80",0.00,0.00,unch,0,0,0.00,108.22%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3065.00C,$SPX,"3,065.00",+27.62%,"1,167.30","1,169.15","1,171.00",0.00,0.00,unch,0,0,0.00,111.25%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3070.00C,$SPX,"3,070.00",+27.50%,"1,162.30","1,164.20","1,166.10",0.00,0.00,unch,0,1,0.00,112.21%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3075.00C,$SPX,"3,075.00",+27.38%,"1,157.30","1,159.15","1,161.00",686.88,125.91,+22.45%,43,"3,225",0.01,110.21%,Call,4,06/18/21,12/16/20,12.18%,7.33%
$SPX|20210618|3080.00C,$SPX,"3,080.00",+27.27%,"1,152.30","1,154.05","1,155.80",0.00,0.00,unch,0,1,0.00,106.21%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3085.00C,$SPX,"3,085.00",+27.15%,"1,147.30","1,149.15","1,151.00",0.00,0.00,unch,0,0,0.00,109.18%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3090.00C,$SPX,"3,090.00",+27.03%,"1,142.30","1,144.15","1,146.00",0.00,0.00,unch,0,1,0.00,108.67%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3095.00C,$SPX,"3,095.00",+26.91%,"1,137.30","1,139.05","1,140.80",0.00,0.00,unch,0,0,0.00,104.71%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3100.00C,$SPX,"3,100.00",+26.79%,"1,132.30","1,134.10","1,135.90","1,057.57",-33.87,-3.10%,200,"10,629",0.02,106.04%,Call,4,06/18/21,05/21/21,12.18%,7.33%
$SPX|20210618|3105.00C,$SPX,"3,105.00",+26.68%,"1,127.30","1,129.15","1,131.00",0.00,0.00,unch,0,0,0.00,107.13%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3110.00C,$SPX,"3,110.00",+26.56%,"1,122.30","1,124.35","1,126.40","1,124.08",153.74,+15.84%,1,1,1.00,111.67%,Call,4,06/18/21,06/09/21,12.18%,7.33%
$SPX|20210618|3115.00C,$SPX,"3,115.00",+26.44%,"1,117.30","1,119.15","1,121.00",0.00,0.00,unch,0,0,0.00,106.11%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3120.00C,$SPX,"3,120.00",+26.32%,"1,112.30","1,114.15","1,116.00",0.00,0.00,unch,0,0,0.00,105.60%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3125.00C,$SPX,"3,125.00",+26.20%,"1,107.30","1,109.10","1,110.90",802.22,63.22,+8.55%,150,"1,684",0.09,103.52%,Call,4,06/18/21,03/22/21,12.18%,7.33%
$SPX|20210618|3130.00C,$SPX,"3,130.00",+26.09%,"1,102.30","1,104.15","1,106.00",0.00,0.00,unch,0,0,0.00,104.58%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3135.00C,$SPX,"3,135.00",+25.97%,"1,097.30","1,099.15","1,101.00",0.00,0.00,unch,0,0,0.00,104.08%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3140.00C,$SPX,"3,140.00",+25.85%,"1,092.30","1,094.30","1,096.30",0.00,0.00,unch,0,0,0.00,107.41%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3145.00C,$SPX,"3,145.00",+25.73%,"1,087.30","1,089.15","1,091.00",0.00,0.00,unch,0,0,0.00,103.06%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3150.00C,$SPX,"3,150.00",+25.61%,"1,082.30","1,084.15","1,086.00","1,083.93",220.89,+25.59%,1,"4,121",0.00,102.56%,Call,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3155.00C,$SPX,"3,155.00",+25.50%,"1,077.30","1,079.05","1,080.80",0.00,0.00,unch,0,0,0.00,98.77%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3160.00C,$SPX,"3,160.00",+25.38%,"1,072.30","1,074.15","1,076.00",0.00,0.00,unch,0,0,0.00,101.55%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3165.00C,$SPX,"3,165.00",+25.26%,"1,067.30","1,069.05","1,070.80",0.00,0.00,unch,0,0,0.00,97.79%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3170.00C,$SPX,"3,170.00",+25.14%,"1,062.30","1,064.35","1,066.40",911.21,911.21,unch,1,1,1.00,105.34%,Call,4,06/18/21,05/12/21,12.18%,7.33%
$SPX|20210618|3175.00C,$SPX,"3,175.00",+25.02%,"1,057.30","1,059.15","1,061.00",906.33,110.33,+13.86%,1,"2,416",0.00,100.04%,Call,4,06/18/21,05/12/21,12.18%,7.33%
$SPX|20210618|3180.00C,$SPX,"3,180.00",+24.91%,"1,052.30","1,054.30","1,056.30","1,054.03",152.57,+16.92%,1,16,0.06,103.25%,Call,4,06/18/21,06/09/21,12.18%,7.33%
$SPX|20210618|3185.00C,$SPX,"3,185.00",+24.79%,"1,047.30","1,049.20","1,051.10",0.00,0.00,unch,0,0,0.00,100.38%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3190.00C,$SPX,"3,190.00",+24.67%,"1,042.30","1,044.20","1,046.10",891.59,891.59,unch,1,1,1.00,99.88%,Call,4,06/18/21,05/12/21,12.18%,7.33%
$SPX|20210618|3195.00C,$SPX,"3,195.00",+24.55%,"1,037.30","1,039.15","1,041.00",0.00,0.00,unch,0,0,0.00,98.04%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3200.00C,$SPX,"3,200.00",+24.43%,"1,032.30","1,034.15","1,036.00",995.05,28.59,+2.96%,4,"5,868",0.00,97.54%,Call,4,06/18/21,05/26/21,12.18%,7.33%
$SPX|20210618|3205.00C,$SPX,"3,205.00",+24.31%,"1,027.30","1,029.20","1,031.10",0.00,0.00,unch,0,0,0.00,98.36%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3210.00C,$SPX,"3,210.00",+24.20%,"1,022.30","1,024.20","1,026.10",854.63,854.63,unch,1,1,1.00,97.86%,Call,4,06/18/21,05/12/21,12.18%,7.33%
$SPX|20210618|3215.00C,$SPX,"3,215.00",+24.08%,"1,017.30","1,019.20","1,021.10",0.00,0.00,unch,0,0,0.00,97.35%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3220.00C,$SPX,"3,220.00",+23.96%,"1,012.30","1,014.20","1,016.10",0.00,0.00,unch,0,0,0.00,96.85%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3225.00C,$SPX,"3,225.00",+23.84%,"1,007.30","1,009.20","1,011.10",874.41,-31.59,-3.49%,75,"2,289",0.03,96.35%,Call,4,06/18/21,05/19/21,12.18%,7.33%
$SPX|20210618|3230.00C,$SPX,"3,230.00",+23.72%,"1,002.30","1,004.30","1,006.30",852.38,852.38,unch,1,1,1.00,98.11%,Call,4,06/18/21,05/12/21,12.18%,7.33%
$SPX|20210618|3235.00C,$SPX,"3,235.00",+23.61%,997.30,999.20,"1,001.10",0.00,0.00,unch,0,0,0.00,95.35%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3240.00C,$SPX,"3,240.00",+23.49%,992.30,994.20,996.10,0.00,0.00,unch,0,0,0.00,94.85%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3245.00C,$SPX,"3,245.00",+23.37%,987.40,989.15,990.90,0.00,0.00,unch,0,0,0.00,93.07%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3250.00C,$SPX,"3,250.00",+23.25%,982.40,984.25,986.10,952.50,46.18,+5.10%,2,"4,598",0.00,95.01%,Call,4,06/18/21,06/01/21,12.18%,7.33%
$SPX|20210618|3255.00C,$SPX,"3,255.00",+23.13%,977.40,979.15,980.90,0.00,0.00,unch,0,0,0.00,92.09%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3260.00C,$SPX,"3,260.00",+23.02%,972.40,974.15,975.90,805.25,805.25,unch,1,1,1.00,91.59%,Call,4,06/18/21,05/12/21,12.18%,7.33%
$SPX|20210618|3265.00C,$SPX,"3,265.00",+22.90%,967.40,969.20,971.00,0.00,0.00,unch,0,0,0.00,92.36%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3270.00C,$SPX,"3,270.00",+22.78%,962.50,964.20,965.90,0.00,0.00,unch,0,1,0.00,91.86%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3275.00C,$SPX,"3,275.00",+22.66%,957.50,959.25,961.00,814.00,-87.68,-9.72%,1,"1,789",0.00,92.50%,Call,4,06/18/21,05/19/21,12.18%,7.33%
$SPX|20210618|3280.00C,$SPX,"3,280.00",+22.54%,952.50,954.25,956.00,890.20,890.20,unch,56,56,1.00,92.00%,Call,4,06/18/21,05/18/21,12.18%,7.33%
$SPX|20210618|3285.00C,$SPX,"3,285.00",+22.43%,947.50,949.25,951.00,0.00,0.00,unch,0,0,0.00,91.50%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3290.00C,$SPX,"3,290.00",+22.31%,942.50,944.25,946.00,0.00,0.00,unch,0,0,0.00,91.00%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3295.00C,$SPX,"3,295.00",+22.19%,937.50,939.25,941.00,0.00,0.00,unch,0,0,0.00,90.50%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3300.00C,$SPX,"3,300.00",+22.07%,932.50,934.20,935.90,896.20,-11.80,-1.30%,2,"12,099",0.00,88.89%,Call,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3305.00C,$SPX,"3,305.00",+21.95%,927.50,929.25,931.00,0.00,0.00,unch,0,0,0.00,89.50%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3310.00C,$SPX,"3,310.00",+21.84%,922.50,924.25,926.00,0.00,0.00,unch,0,0,0.00,89.01%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3315.00C,$SPX,"3,315.00",+21.72%,917.40,919.20,921.00,830.10,-31.67,-3.67%,1,1,1.00,87.42%,Call,4,06/18/21,05/11/21,12.18%,7.33%
$SPX|20210618|3320.00C,$SPX,"3,320.00",+21.60%,912.40,914.20,916.00,788.35,-36.76,-4.46%,1,1,1.00,86.93%,Call,4,06/18/21,05/19/21,12.18%,7.33%
$SPX|20210618|3325.00C,$SPX,"3,325.00",+21.48%,907.40,909.15,910.90,873.73,90.37,+11.54%,1,"3,604",0.00,85.25%,Call,4,06/18/21,05/24/21,12.18%,7.33%
$SPX|20210618|3330.00C,$SPX,"3,330.00",+21.36%,902.40,904.20,906.00,0.00,0.00,unch,0,0,0.00,85.95%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3335.00C,$SPX,"3,335.00",+21.24%,897.40,899.20,901.00,0.00,0.00,unch,0,0,0.00,85.46%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3340.00C,$SPX,"3,340.00",+21.13%,892.40,894.20,896.00,0.00,0.00,unch,0,0,0.00,84.97%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3345.00C,$SPX,"3,345.00",+21.01%,887.40,889.25,891.10,0.00,0.00,unch,0,0,0.00,85.54%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3350.00C,$SPX,"3,350.00",+20.89%,882.40,884.35,886.30,843.17,-5.66,-0.67%,1,"7,856",0.00,86.92%,Call,4,06/18/21,05/26/21,12.18%,7.33%
$SPX|20210618|3355.00C,$SPX,"3,355.00",+20.77%,877.00,879.05,881.10,0.00,0.00,unch,0,0,0.00,79.62%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3360.00C,$SPX,"3,360.00",+20.65%,872.00,874.05,876.10,770.98,-52.66,-6.39%,3,4,0.75,79.15%,Call,4,06/18/21,05/20/21,12.18%,7.33%
$SPX|20210618|3365.00C,$SPX,"3,365.00",+20.54%,867.00,869.05,871.10,728.53,-96.14,-11.66%,5,7,0.71,78.68%,Call,4,06/18/21,05/12/21,12.18%,7.33%
$SPX|20210618|3370.00C,$SPX,"3,370.00",+20.42%,862.40,864.25,866.10,586.54,586.54,unch,6,6,1.00,83.09%,Call,4,06/18/21,03/24/21,12.18%,7.33%
$SPX|20210618|3375.00C,$SPX,"3,375.00",+20.30%,857.40,859.35,861.30,596.81,14.41,+2.47%,67,"4,111",0.02,84.43%,Call,4,06/18/21,03/29/21,12.18%,7.33%
$SPX|20210618|3380.00C,$SPX,"3,380.00",+20.18%,852.40,854.30,856.20,0.00,0.00,unch,0,0,0.00,83.05%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3385.00C,$SPX,"3,385.00",+20.06%,847.40,849.30,851.20,703.72,-47.25,-6.29%,2,5,0.40,82.56%,Call,4,06/18/21,05/12/21,12.18%,7.33%
$SPX|20210618|3390.00C,$SPX,"3,390.00",+19.95%,842.40,844.25,846.10,0.00,0.00,unch,0,0,0.00,81.13%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3395.00C,$SPX,"3,395.00",+19.83%,837.40,839.15,840.90,0.00,0.00,unch,0,0,0.00,78.53%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3400.00C,$SPX,"3,400.00",+19.71%,832.40,834.30,836.20,803.32,-28.28,-3.40%,2,"10,496",0.00,81.08%,Call,4,06/18/21,06/02/21,12.18%,7.33%
$SPX|20210618|3405.00C,$SPX,"3,405.00",+19.59%,827.40,829.20,831.00,689.09,689.09,unch,6,6,1.00,78.67%,Call,4,06/18/21,05/12/21,12.18%,7.33%
$SPX|20210618|3410.00C,$SPX,"3,410.00",+19.47%,822.40,824.40,826.40,723.00,723.00,unch,1,1,1.00,81.74%,Call,4,06/18/21,04/13/21,12.18%,7.33%
$SPX|20210618|3415.00C,$SPX,"3,415.00",+19.36%,817.40,819.20,821.00,0.00,0.00,unch,0,0,0.00,77.71%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3420.00C,$SPX,"3,420.00",+19.24%,812.40,814.40,816.40,510.06,510.06,unch,2,1,2.00,80.75%,Call,4,06/18/21,01/28/21,12.18%,7.33%
$SPX|20210618|3425.00C,$SPX,"3,425.00",+19.12%,807.40,809.30,811.20,490.20,-54.64,-10.03%,1,"3,777",0.00,78.63%,Call,4,06/18/21,03/01/21,12.18%,7.33%
$SPX|20210618|3430.00C,$SPX,"3,430.00",+19.00%,802.40,804.45,806.50,413.20,413.20,unch,1,1,1.00,80.49%,Call,4,06/18/21,12/29/20,12.18%,7.33%
$SPX|20210618|3435.00C,$SPX,"3,435.00",+18.88%,797.40,799.45,801.50,537.84,39.54,+7.93%,2,1,2.00,79.99%,Call,4,06/18/21,02/08/21,12.18%,7.33%
$SPX|20210618|3440.00C,$SPX,"3,440.00",+18.77%,792.40,794.40,796.40,757.59,11.69,+1.57%,108,176,0.61,78.76%,Call,4,06/18/21,05/03/21,12.18%,7.33%
$SPX|20210618|3445.00C,$SPX,"3,445.00",+18.65%,787.40,789.25,791.10,529.23,529.23,unch,2,1,2.00,75.79%,Call,4,06/18/21,02/08/21,12.18%,7.33%
$SPX|20210618|3450.00C,$SPX,"3,450.00",+18.53%,782.40,784.40,786.40,746.50,94.29,+14.46%,12,"4,296",0.00,77.77%,Call,4,06/18/21,06/02/21,12.18%,7.33%
$SPX|20210618|3455.00C,$SPX,"3,455.00",+18.41%,777.40,779.25,781.10,542.44,21.93,+4.21%,1,3,0.33,74.83%,Call,4,06/18/21,02/10/21,12.18%,7.33%
$SPX|20210618|3460.00C,$SPX,"3,460.00",+18.29%,772.50,774.30,776.10,491.30,-46.77,-8.69%,1,2,0.50,75.22%,Call,4,06/18/21,02/22/21,12.18%,7.33%
$SPX|20210618|3465.00C,$SPX,"3,465.00",+18.18%,767.50,769.30,771.10,0.00,0.00,unch,0,0,0.00,74.73%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3470.00C,$SPX,"3,470.00",+18.06%,762.50,764.30,766.10,0.00,0.00,unch,0,0,0.00,74.24%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3475.00C,$SPX,"3,475.00",+17.94%,757.50,759.30,761.10,688.40,-63.40,-8.43%,8,"3,283",0.00,73.76%,Call,4,06/18/21,05/20/21,12.18%,7.33%
$SPX|20210618|3480.00C,$SPX,"3,480.00",+17.82%,752.60,754.40,756.20,0.00,0.00,unch,0,0,0.00,74.81%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3485.00C,$SPX,"3,485.00",+17.70%,747.60,749.25,750.90,0.00,0.00,unch,0,0,0.00,71.95%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3490.00C,$SPX,"3,490.00",+17.58%,742.60,744.25,745.90,412.55,51.78,+14.35%,1,1,1.00,71.47%,Call,4,06/18/21,03/05/21,12.18%,7.33%
$SPX|20210618|3495.00C,$SPX,"3,495.00",+17.47%,737.50,739.20,740.90,491.25,491.25,unch,3,3,1.00,70.08%,Call,4,06/18/21,03/15/21,12.18%,7.33%
$SPX|20210618|3500.00C,$SPX,"3,500.00",+17.35%,732.50,734.25,736.00,741.50,12.97,+1.78%,1,"11,852",0.00,70.51%,Call,4,06/18/21,"09:45 ET",12.18%,7.33%
$SPX|20210618|3505.00C,$SPX,"3,505.00",+17.23%,727.50,729.35,731.20,723.48,138.61,+23.70%,20,20,1.00,71.63%,Call,4,06/18/21,06/09/21,12.18%,7.33%
$SPX|20210618|3510.00C,$SPX,"3,510.00",+17.11%,722.50,724.40,726.30,694.52,-10.31,-1.46%,10,10,1.00,71.86%,Call,4,06/18/21,06/01/21,12.18%,7.33%
$SPX|20210618|3515.00C,$SPX,"3,515.00",+16.99%,717.50,719.40,721.30,681.02,36.08,+5.59%,3,3,1.00,71.37%,Call,4,06/18/21,05/26/21,12.18%,7.33%
$SPX|20210618|3520.00C,$SPX,"3,520.00",+16.88%,712.50,714.55,716.60,684.42,-10.86,-1.56%,10,14,0.71,72.78%,Call,4,06/18/21,06/01/21,12.18%,7.33%
$SPX|20210618|3525.00C,$SPX,"3,525.00",+16.76%,707.50,709.55,711.60,688.25,22.07,+3.31%,300,"4,513",0.07,72.28%,Call,4,06/18/21,05/28/21,12.18%,7.33%
$SPX|20210618|3530.00C,$SPX,"3,530.00",+16.64%,702.50,704.30,706.10,676.29,45.64,+7.24%,1,21,0.05,68.46%,Call,4,06/18/21,06/01/21,12.18%,7.33%
$SPX|20210618|3535.00C,$SPX,"3,535.00",+16.52%,697.50,699.30,701.10,0.00,0.00,unch,0,0,0.00,67.98%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3540.00C,$SPX,"3,540.00",+16.40%,692.50,694.50,696.50,626.80,626.80,unch,1,1,1.00,70.20%,Call,4,06/18/21,05/20/21,12.18%,7.33%
$SPX|20210618|3545.00C,$SPX,"3,545.00",+16.29%,687.50,689.40,691.30,651.24,35.28,+5.73%,3,3,1.00,68.44%,Call,4,06/18/21,05/26/21,12.18%,7.33%
$SPX|20210618|3550.00C,$SPX,"3,550.00",+16.17%,682.50,684.25,686.00,675.44,13.44,+2.03%,3,"7,063",0.00,65.76%,Call,4,06/18/21,06/09/21,12.18%,7.33%
$SPX|20210618|3555.00C,$SPX,"3,555.00",+16.05%,677.50,679.35,681.20,591.27,150.58,+34.17%,1,1,1.00,66.79%,Call,4,06/18/21,05/17/21,12.18%,7.33%
$SPX|20210618|3560.00C,$SPX,"3,560.00",+15.93%,672.50,674.35,676.20,524.94,88.32,+20.23%,1,1,1.00,66.31%,Call,4,06/18/21,04/07/21,12.18%,7.33%
$SPX|20210618|3565.00C,$SPX,"3,565.00",+15.81%,667.50,669.35,671.20,634.77,17.29,+2.80%,5,5,1.00,65.83%,Call,4,06/18/21,05/26/21,12.18%,7.33%
$SPX|20210618|3570.00C,$SPX,"3,570.00",+15.70%,662.50,664.25,666.00,0.00,0.00,unch,0,0,0.00,63.87%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3575.00C,$SPX,"3,575.00",+15.58%,657.50,659.50,661.50,642.15,117.57,+22.41%,2,"1,815",0.00,66.75%,Call,4,06/18/21,04/29/21,12.18%,7.33%
$SPX|20210618|3580.00C,$SPX,"3,580.00",+15.46%,652.60,654.40,656.20,637.35,246.55,+63.09%,1,12,0.08,65.04%,Call,4,06/18/21,04/29/21,12.18%,7.33%
$SPX|20210618|3585.00C,$SPX,"3,585.00",+15.34%,647.60,649.45,651.30,347.20,58.00,+20.06%,2,2,1.00,65.18%,Call,4,06/18/21,01/11/21,12.18%,7.33%
$SPX|20210618|3590.00C,$SPX,"3,590.00",+15.22%,642.60,644.45,646.30,0.00,0.00,unch,0,0,0.00,64.69%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3595.00C,$SPX,"3,595.00",+15.11%,637.20,639.10,641.00,0.00,0.00,unch,0,0,0.00,58.84%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3600.00C,$SPX,"3,600.00",+14.99%,632.60,634.35,636.10,632.00,19.80,+3.23%,2,"14,203",0.00,62.47%,Call,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3605.00C,$SPX,"3,605.00",+14.87%,627.60,629.50,631.40,0.00,0.00,unch,0,0,0.00,63.80%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3610.00C,$SPX,"3,610.00",+14.75%,622.60,624.50,626.40,553.23,-47.41,-7.89%,40,40,1.00,63.31%,Call,4,06/18/21,05/20/21,12.18%,7.33%
$SPX|20210618|3615.00C,$SPX,"3,615.00",+14.63%,617.60,619.40,621.20,0.00,0.00,unch,0,0,0.00,61.66%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3620.00C,$SPX,"3,620.00",+14.51%,612.60,614.40,616.20,0.00,0.00,unch,0,0,0.00,61.18%,Call,4,06/18/21,N/A,12.18%,7.33%
$SPX|20210618|3625.00C,$SPX,"3,625.00",+14.40%,607.60,609.50,611.40,464.80,-74.20,-13.77%,775,"2,675",0.29,61.85%,Call,4,06/18/21,05/19/21,12.18%,7.33%
$SPX|20210618|3630.00C,$SPX,"3,630.00",+14.28%,602.60,604.60,606.60,269.21,269.21,unch,7,7,1.00,62.38%,Call,4,06/18/21,03/04/21,12.18%,7.33%
$SPX|20210618|3635.00C,$SPX,"3,635.00",+14.16%,597.60,599.45,601.30,532.60,532.60,unch,1,1,1.00,60.32%,Call,4,06/18/21,04/21/21,12.18%,7.33%
$SPX|20210618|3640.00C,$SPX,"3,640.00",+14.04%,592.60,594.60,596.60,335.18,-32.14,-8.75%,3,21,0.14,61.40%,Call,4,06/18/21,03/26/21,12.18%,7.33%
$SPX|20210618|3645.00C,$SPX,"3,645.00",+13.92%,587.60,589.50,591.40,461.80,461.80,unch,2,1,2.00,59.90%,Call,4,06/18/21,05/19/21,12.18%,7.33%
$SPX|20210618|3650.00C,$SPX,"3,650.00",+13.81%,582.60,584.50,586.40,584.11,8.51,+1.48%,3,"4,833",0.00,59.41%,Call,4,06/18/21,06/11/21,12.18%,7.33%
$SPX|20210618|3655.00C,$SPX,"3,655.00",+13.69%,577.60,579.65,581.70,528.88,-36.12,-6.39%,1,4,0.25,60.38%,Call,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3660.00C,$SPX,"3,660.00",+13.57%,572.60,574.65,576.70,584.72,76.80,+15.12%,1,8,0.13,59.88%,Call,4,06/18/21,"09:49 ET",12.18%,7.33%
$SPX|20210618|3665.00C,$SPX,"3,665.00",+13.45%,567.70,569.55,571.40,498.82,130.64,+35.48%,1,20,0.05,58.45%,Call,4,06/18/21,05/06/21,12.18%,7.33%
$SPX|20210618|3670.00C,$SPX,"3,670.00",+13.33%,562.70,564.55,566.40,522.51,90.76,+21.02%,2,55,0.04,57.96%,Call,4,06/18/21,04/23/21,12.18%,7.33%
$SPX|20210618|3675.00C,$SPX,"3,675.00",+13.22%,557.70,559.50,561.30,532.80,56.51,+11.86%,1,"2,312",0.00,56.98%,Call,4,06/18/21,05/24/21,12.18%,7.33%
$SPX|20210618|3680.00C,$SPX,"3,680.00",+13.10%,552.30,554.35,556.40,503.27,49.87,+11.00%,1,24,0.04,54.85%,Call,4,06/18/21,06/03/21,12.18%,7.33%
$SPX|20210618|3685.00C,$SPX,"3,685.00",+12.98%,547.70,549.50,551.30,482.00,-3.59,-0.74%,7,43,0.16,56.01%,Call,4,06/18/21,05/21/21,12.18%,7.33%
$SPX|20210618|3690.00C,$SPX,"3,690.00",+12.86%,542.70,544.50,546.30,512.67,40.54,+8.59%,1,3,0.33,55.52%,Call,4,06/18/21,04/16/21,12.18%,7.33%
$SPX|20210618|3695.00C,$SPX,"3,695.00",+12.74%,537.70,539.70,541.70,422.35,179.53,+73.94%,84,106,0.79,56.84%,Call,4,06/18/21,05/13/21,12.18%,7.33%
$SPX|20210618|3700.00C,$SPX,"3,700.00",+12.63%,532.70,534.55,536.40,537.15,37.68,+7.54%,4,"11,341",0.00,55.03%,Call,4,06/18/21,"12:23 ET",12.18%,7.33%
$SPX|20210618|3705.00C,$SPX,"3,705.00",+12.51%,527.70,529.55,531.40,462.97,137.24,+42.13%,2,51,0.04,54.55%,Call,4,06/18/21,04/15/21,12.18%,7.33%
$SPX|20210618|3710.00C,$SPX,"3,710.00",+12.39%,522.70,524.60,526.50,510.08,54.45,+11.95%,1,301,0.00,54.51%,Call,4,06/18/21,06/07/21,12.18%,7.33%
$SPX|20210618|3715.00C,$SPX,"3,715.00",+12.27%,517.70,519.60,521.50,452.21,-27.09,-5.65%,1,127,0.01,54.02%,Call,4,06/18/21,05/06/21,12.18%,7.33%
$SPX|20210618|3720.00C,$SPX,"3,720.00",+12.15%,512.70,514.75,516.80,476.83,-5.37,-1.11%,70,122,0.57,54.76%,Call,4,06/18/21,05/26/21,12.18%,7.33%
$SPX|20210618|3725.00C,$SPX,"3,725.00",+12.04%,507.70,509.70,511.70,510.00,6.82,+1.36%,2,"1,196",0.00,53.87%,Call,4,06/18/21,06/10/21,12.18%,7.33%
$SPX|20210618|3730.00C,$SPX,"3,730.00",+11.92%,502.80,504.65,506.50,498.72,136.33,+37.62%,1,290,0.00,52.97%,Call,4,06/18/21,06/07/21,12.18%,7.33%
$SPX|20210618|3735.00C,$SPX,"3,735.00",+11.80%,497.80,499.70,501.60,426.60,49.80,+13.22%,24,345,0.07,52.88%,Call,4,06/18/21,05/14/21,12.18%,7.33%
$SPX|20210618|3740.00C,$SPX,"3,740.00",+11.68%,492.80,494.70,496.60,456.19,-6.56,-1.42%,1,70,0.01,52.38%,Call,4,06/18/21,05/26/21,12.18%,7.33%
$SPX|20210618|3745.00C,$SPX,"3,745.00",+11.56%,487.40,489.45,491.50,423.50,76.00,+21.87%,23,342,0.07,49.74%,Call,4,06/18/21,05/20/21,12.18%,7.33%
