Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,Time
"3,625.00",-14.81%,5.00,5.10,5.20,5.40,-0.70,-11.48%,20,"3,157",0.01,30.02%,Put,06/14/21
"3,630.00",-14.69%,5.10,5.20,5.30,5.73,-0.37,-6.07%,1,519,0.00,29.91%,Put,06/11/21
"3,640.00",-14.46%,5.20,5.30,5.40,6.17,-1.03,-14.31%,180,591,0.30,29.58%,Put,06/11/21
"3,650.00",-14.22%,5.30,5.45,5.60,5.69,-0.32,-5.32%,443,"8,860",0.05,29.30%,Put,06/14/21
"3,660.00",-13.99%,5.50,5.60,5.70,6.30,-0.10,-1.56%,178,361,0.49,29.01%,Put,06/14/21
"3,670.00",-13.75%,5.60,5.75,5.90,6.15,-0.25,-3.91%,1,511,0.00,28.71%,Put,06/14/21
"3,675.00",-13.63%,5.70,5.80,5.90,6.80,-2.50,-26.88%,697,"3,635",0.19,28.54%,Put,06/10/21
"3,680.00",-13.52%,5.80,5.90,6.00,6.30,-0.80,-11.27%,4,932,0.00,28.42%,Put,06/14/21
"3,690.00",-13.28%,5.90,6.05,6.20,6.40,-0.20,-3.03%,1,"2,765",0.00,28.11%,Put,06/14/21
"3,700.00",-13.05%,6.10,6.20,6.30,6.10,-0.65,-9.63%,415,"14,036",0.03,27.72%,Put,06/14/21
"3,710.00",-12.81%,6.30,6.40,6.50,6.90,-0.80,-10.39%,10,"1,185",0.01,27.53%,Put,06/11/21
"3,720.00",-12.58%,6.40,6.55,6.70,6.80,-0.50,-6.85%,2,750,0.00,27.22%,Put,06/14/21
"3,725.00",-12.46%,6.50,6.65,6.80,7.10,-0.15,-2.07%,21,"3,477",0.01,27.08%,Put,06/14/21
"3,730.00",-12.34%,6.60,6.75,6.90,7.08,-0.27,-3.67%,4,318,0.01,26.93%,Put,06/14/21
"3,740.00",-12.11%,6.80,6.95,7.10,6.95,-0.93,-11.80%,1,783,0.00,26.65%,Put,06/14/21
"3,750.00",-11.87%,7.00,7.15,7.30,7.05,-1.07,-13.18%,102,"12,751",0.01,26.27%,Put,06/14/21
"3,760.00",-11.64%,7.20,7.35,7.50,7.90,-0.10,-1.25%,5,"1,572",0.00,26.05%,Put,06/14/21
"3,770.00",-11.40%,7.50,7.60,7.70,7.50,-1.20,-13.79%,10,"1,112",0.01,25.71%,Put,06/14/21
"3,775.00",-11.28%,7.60,7.70,7.80,8.10,-0.40,-4.71%,2,"3,295",0.00,25.63%,Put,06/14/21
"3,780.00",-11.17%,7.70,7.80,7.90,8.28,-0.17,-2.01%,3,707,0.00,25.47%,Put,06/14/21
"3,790.00",-10.93%,7.90,8.05,8.20,8.80,-0.90,-9.28%,10,"1,612",0.01,25.18%,Put,06/11/21
"3,800.00",-10.70%,8.20,8.30,8.40,8.12,-0.93,-10.28%,439,"16,292",0.03,24.89%,Put,06/14/21
"3,810.00",-10.46%,8.40,8.55,8.70,9.00,-3.10,-25.62%,1,831,0.00,24.59%,Put,06/14/21
"3,820.00",-10.23%,8.70,8.85,9.00,8.73,-1.27,-12.70%,2,796,0.00,24.25%,Put,06/14/21
"3,825.00",-10.11%,8.90,9.00,9.10,9.25,-0.85,-8.42%,270,"2,785",0.10,24.18%,Put,06/14/21
"3,830.00",-9.99%,9.00,9.15,9.30,9.60,-0.10,-1.03%,41,"1,346",0.03,24.04%,Put,06/14/21
"3,840.00",-9.76%,9.30,9.45,9.60,9.90,-0.50,-4.81%,23,"2,129",0.01,23.75%,Put,06/14/21
"3,850.00",-9.52%,9.60,9.75,9.90,10.05,-0.60,-5.63%,238,"12,416",0.02,23.45%,Put,06/14/21
"3,860.00",-9.29%,9.90,10.05,10.20,10.50,-0.80,-7.08%,5,"1,488",0.00,23.14%,Put,06/14/21
"3,870.00",-9.05%,10.30,10.40,10.50,11.00,-0.67,-5.74%,171,"1,040",0.16,22.86%,Put,06/14/21
"3,875.00",-8.93%,10.50,10.60,10.70,11.20,-0.45,-3.86%,212,"4,605",0.05,22.73%,Put,06/14/21
"3,880.00",-8.82%,10.60,10.75,10.90,11.40,-0.70,-5.79%,3,688,0.00,22.56%,Put,06/14/21
"3,890.00",-8.58%,11.00,11.15,11.30,11.80,-0.60,-4.84%,2,"2,085",0.00,22.29%,Put,06/14/21
"3,900.00",-8.35%,11.40,11.55,11.70,12.10,-0.51,-4.04%,776,"22,798",0.03,22.00%,Put,06/14/21
"3,910.00",-8.11%,11.80,11.95,12.10,12.70,-0.53,-4.01%,13,764,0.02,21.70%,Put,06/14/21
"3,920.00",-7.88%,12.30,12.45,12.60,12.50,-1.50,-10.71%,27,"2,331",0.01,21.46%,Put,06/14/21
"3,925.00",-7.76%,12.50,12.65,12.80,13.20,-0.94,-6.65%,5,"4,828",0.00,21.28%,Put,06/14/21
"3,930.00",-7.64%,12.70,12.85,13.00,12.63,-1.50,-10.62%,5,891,0.01,21.12%,Put,06/14/21
"3,940.00",-7.41%,13.20,13.35,13.50,13.90,-0.85,-5.76%,68,901,0.08,20.84%,Put,06/14/21
"3,950.00",-7.17%,13.70,13.85,14.00,14.13,-1.07,-7.04%,94,"12,714",0.01,20.55%,Put,06/14/21
"3,960.00",-6.94%,14.20,14.40,14.60,15.30,-0.90,-5.56%,33,491,0.07,20.26%,Put,06/14/21
"3,970.00",-6.70%,14.80,15.00,15.20,16.00,-0.90,-5.33%,45,"1,340",0.03,19.98%,Put,06/14/21
"3,975.00",-6.58%,15.10,15.30,15.50,16.30,-0.61,-3.61%,287,"2,031",0.14,19.84%,Put,06/14/21
"3,980.00",-6.47%,15.40,15.60,15.80,15.33,-2.17,-12.40%,38,739,0.05,19.69%,Put,06/14/21
"3,990.00",-6.23%,16.00,16.20,16.40,17.12,-1.08,-5.93%,27,"1,234",0.02,19.39%,Put,06/14/21
"4,000.00",-6.00%,16.70,16.90,17.10,17.10,-1.30,-7.07%,"2,499","47,887",0.05,19.19%,Put,06/14/21
"4,010.00",-5.76%,17.40,17.60,17.80,17.66,-2.04,-10.36%,50,"1,894",0.03,18.84%,Put,06/14/21
"4,020.00",-5.53%,18.10,18.30,18.50,18.40,-2.10,-10.24%,41,"2,048",0.02,18.55%,Put,06/14/21
"4,025.00",-5.41%,18.50,18.70,18.90,18.80,-1.20,-6.00%,238,"4,179",0.06,18.41%,Put,06/14/21
"4,030.00",-5.29%,18.90,19.10,19.30,18.97,-1.71,-8.27%,86,"2,185",0.04,18.18%,Put,06/14/21
"4,040.00",-5.06%,19.70,19.90,20.10,19.60,-2.06,-9.51%,43,"1,304",0.03,17.92%,Put,06/14/21
"4,050.00",-4.82%,20.50,20.75,21.00,20.50,-1.96,-8.73%,"2,845","12,015",0.24,17.54%,Put,06/14/21
"4,060.00",-4.59%,21.50,21.70,21.90,25.20,1.77,+7.55%,"1,289","2,384",0.54,17.33%,Put,06/14/21
"4,070.00",-4.35%,22.40,22.65,22.90,23.60,-1.70,-6.72%,10,"1,510",0.01,17.03%,Put,06/14/21
"4,075.00",-4.23%,23.00,23.20,23.40,25.00,-0.02,-0.08%,834,"5,855",0.14,16.89%,Put,06/14/21
"4,080.00",-4.12%,23.50,23.75,24.00,26.87,0.81,+3.11%,16,"2,256",0.01,16.75%,Put,06/14/21
"4,090.00",-3.88%,24.60,24.85,25.10,24.41,-3.20,-11.59%,490,761,0.64,16.44%,Put,06/14/21
"4,100.00",-3.65%,25.80,26.00,26.20,26.60,-1.25,-4.49%,"2,697","13,300",0.20,16.14%,Put,06/14/21
"4,110.00",-3.41%,27.00,27.25,27.50,26.99,-3.16,-10.48%,218,"1,438",0.15,15.84%,Put,06/14/21
"4,120.00",-3.18%,28.40,28.60,28.80,33.80,2.70,+8.68%,18,"1,159",0.02,15.54%,Put,06/14/21
"4,125.00",-3.06%,29.10,29.30,29.50,29.75,-1.65,-5.25%,609,"4,574",0.13,15.39%,Put,06/14/21
"4,130.00",-2.94%,29.80,30.05,30.30,30.50,-2.04,-6.27%,43,972,0.04,15.24%,Put,06/14/21
"4,140.00",-2.71%,31.30,31.55,31.80,31.15,-2.55,-7.57%,35,"1,209",0.03,14.93%,Put,06/14/21
"4,150.00",-2.47%,32.90,33.15,33.40,33.01,-2.44,-6.88%,327,"8,785",0.04,14.59%,Put,06/14/21
"4,160.00",-2.24%,34.60,34.85,35.10,38.97,1.75,+4.70%,165,"1,512",0.11,14.31%,Put,06/14/21
"4,170.00",-2.00%,36.40,36.70,37.00,41.00,1.80,+4.59%,137,550,0.25,14.00%,Put,06/14/21
"4,175.00",-1.88%,37.40,37.65,37.90,43.31,3.01,+7.47%,220,"8,822",0.02,13.84%,Put,06/14/21
"4,180.00",-1.77%,38.40,38.65,38.90,44.51,3.21,+7.77%,71,506,0.14,13.68%,Put,06/14/21
"4,190.00",-1.53%,40.50,40.75,41.00,47.73,0.58,+1.23%,21,"1,157",0.02,13.36%,Put,06/14/21
"4,200.00",-1.30%,42.80,43.05,43.30,43.00,-3.05,-6.62%,"2,263","9,834",0.23,13.04%,Put,06/14/21
"4,210.00",-1.06%,45.30,45.55,45.80,53.44,0.79,+1.50%,161,"1,408",0.11,12.75%,Put,06/14/21
"4,220.00",-0.83%,47.90,48.20,48.50,47.20,-4.48,-8.67%,31,832,0.04,12.43%,Put,06/14/21
"4,225.00",-0.71%,49.40,49.70,50.00,49.74,-2.74,-5.22%,"4,018","10,167",0.40,12.30%,Put,06/14/21
"4,230.00",-0.59%,50.90,51.20,51.50,50.39,-5.31,-9.53%,"1,068","1,096",0.97,12.14%,Put,06/14/21
"4,240.00",-0.36%,54.10,54.35,54.60,53.60,-4.58,-7.87%,137,"3,406",0.04,11.84%,Put,06/14/21
"4,250.00",-0.12%,57.50,57.80,58.10,57.70,-4.30,-6.94%,523,"1,684",0.31,11.52%,Put,06/14/21
"4,260.00",+0.11%,61.30,61.65,62.00,63.29,-3.10,-4.67%,35,131,0.27,11.28%,Put,06/14/21
"4,270.00",+0.35%,65.40,65.80,66.20,71.34,-2.17,-2.95%,45,69,0.65,11.01%,Put,06/14/21
"4,275.00",+0.47%,67.60,68.05,68.50,78.70,0.20,+0.25%,4,471,0.01,10.89%,Put,06/14/21
"4,280.00",+0.58%,69.90,70.35,70.80,81.00,-20.59,-20.27%,41,188,0.22,10.76%,Put,06/10/21
"4,290.00",+0.82%,74.70,75.20,75.70,86.28,-0.12,-0.14%,20,112,0.18,10.51%,Put,06/11/21
"4,300.00",+1.05%,79.80,80.40,81.00,84.07,-9.51,-10.16%,604,"1,252",0.48,10.26%,Put,06/14/21
"4,310.00",+1.29%,85.30,85.95,86.60,88.52,-7.60,-7.91%,10,147,0.07,10.01%,Put,06/14/21
"4,320.00",+1.52%,91.50,92.10,92.70,101.15,-3.85,-3.67%,2,68,0.03,9.81%,Put,06/11/21
"4,325.00",+1.64%,94.60,95.25,95.90,110.58,0.71,+0.65%,3,141,0.02,9.70%,Put,06/11/21
"4,330.00",+1.76%,97.90,98.55,99.20,110.01,-3.31,-2.92%,1,91,0.01,9.60%,Put,06/11/21
"4,340.00",+1.99%,104.80,105.45,106.10,120.34,-37.56,-23.79%,10,88,0.11,9.42%,Put,06/11/21
"4,350.00",+2.23%,112.00,112.70,113.40,124.10,-1.64,-1.30%,1,"1,068",0.00,9.24%,Put,06/14/21
"4,360.00",+2.46%,119.60,120.30,121.00,157.26,-18.59,-10.57%,2,9,0.22,9.07%,Put,06/04/21
"4,370.00",+2.70%,127.50,128.20,128.90,144.70,-17.50,-10.79%,1,31,0.03,8.89%,Put,06/11/21
"4,375.00",+2.82%,131.50,132.25,133.00,149.93,-4.22,-2.74%,1,25,0.04,8.80%,Put,06/11/21
"4,380.00",+2.93%,135.70,136.40,137.10,166.31,-119.09,-41.73%,14,26,0.54,8.71%,Put,06/09/21
"4,390.00",+3.17%,144.10,144.85,145.60,159.53,-61.22,-27.73%,12,5,2.40,8.52%,Put,06/14/21
"4,400.00",+3.40%,152.80,153.55,154.30,171.60,-24.70,-12.58%,1,29,0.03,8.32%,Put,06/11/21
"4,410.00",+3.64%,161.70,162.50,163.30,179.20,-1.30,-0.72%,40,11,3.64,8.11%,Put,06/14/21
"4,420.00",+3.87%,170.80,171.60,172.40,235.51,-15.10,-6.03%,2,2,1.00,7.84%,Put,05/26/21
"4,425.00",+3.99%,175.50,176.25,177.00,283.86,30.26,+11.93%,1,152,0.01,7.72%,Put,05/18/21
"4,430.00",+4.11%,180.10,180.85,181.60,265.56,-13.57,-4.86%,2,4,0.50,7.49%,Put,05/10/21
"4,440.00",+4.34%,189.50,190.25,191.00,275.22,-7.17,-2.54%,51,25,2.04,6.97%,Put,05/10/21
"4,450.00",+4.58%,199.00,199.75,200.50,217.12,-69.87,-24.35%,2,4,0.50,5.54%,Put,06/14/21
"4,460.00",+4.81%,207.10,209.15,211.20,356.40,77.78,+27.92%,6,9,0.67,8.88%,Put,05/12/21
"4,470.00",+5.05%,216.80,218.85,220.90,326.52,15.84,+5.10%,2,2,1.00,8.87%,Put,05/04/21
"4,475.00",+5.17%,221.60,223.65,225.70,353.46,353.46,unch,2,1,2.00,8.77%,Put,05/04/21
"4,480.00",+5.28%,226.50,228.55,230.60,320.34,320.34,unch,2,1,2.00,8.79%,Put,04/27/21
"4,490.00",+5.52%,236.30,238.35,240.40,359.51,359.51,unch,2,1,2.00,8.76%,Put,05/04/21
"4,500.00",+5.75%,246.10,248.15,250.20,355.99,12.63,+3.68%,97,101,0.96,8.65%,Put,05/17/21
"4,510.00",+5.99%,255.90,257.95,260.00,326.90,-20.18,-5.81%,3,2,1.50,8.38%,Put,05/10/21
"4,520.00",+6.22%,265.70,267.75,269.80,285.00,285.00,unch,1,0,0.00,7.69%,Put,06/14/21
"4,525.00",+6.34%,270.70,272.75,274.80,0.00,0.00,unch,0,0,0.00,7.82%,Put,N/A
"4,530.00",+6.46%,275.60,277.65,279.70,0.00,0.00,unch,0,0,0.00,6.22%,Put,N/A
"4,540.00",+6.69%,285.50,287.55,289.60,432.60,432.60,unch,2,2,1.00,0.00%,Put,05/12/21
"4,550.00",+6.93%,295.40,297.45,299.50,469.79,469.79,unch,1,1,1.00,0.00%,Put,05/12/21
"4,560.00",+7.16%,305.30,307.35,309.40,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"4,570.00",+7.40%,315.30,317.35,319.40,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"4,575.00",+7.52%,320.20,322.25,324.30,404.69,404.69,unch,96,47,2.04,0.00%,Put,05/14/21
"4,580.00",+7.63%,325.20,327.25,329.30,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"4,590.00",+7.87%,335.10,337.15,339.20,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"4,600.00",+8.10%,345.10,347.15,349.20,410.14,410.14,unch,1,1,1.00,0.00%,Put,05/26/21
"4,610.00",+8.34%,355.00,357.05,359.10,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"4,625.00",+8.69%,370.00,372.05,374.10,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"4,650.00",+9.28%,395.40,397.45,399.50,486.70,486.70,unch,4,2,2.00,0.00%,Put,05/14/21
"4,675.00",+9.87%,419.80,421.85,423.90,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"4,700.00",+10.45%,444.80,446.85,448.90,545.85,21.97,+4.19%,1,1,1.00,0.00%,Put,05/21/21
"4,725.00",+11.04%,469.70,471.75,473.80,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"4,750.00",+11.63%,494.70,496.75,498.80,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"4,775.00",+12.22%,519.70,521.75,523.80,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"4,800.00",+12.80%,544.60,546.65,548.70,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"4,900.00",+15.15%,644.50,646.55,648.60,735.19,735.19,unch,2,1,2.00,0.00%,Put,05/14/21
"5,000.00",+17.50%,744.50,746.55,748.60,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"5,100.00",+19.85%,844.40,846.45,848.50,"1,170.83","1,170.83",unch,96,97,0.99,0.00%,Put,03/23/21
"5,200.00",+22.20%,944.40,946.45,948.50,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"5,300.00",+24.55%,"1,044.30","1,046.35","1,048.40",0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"5,400.00",+26.91%,"1,144.30","1,146.35","1,148.40",0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"5,500.00",+29.26%,"1,244.30","1,246.35","1,248.40","1,353.15",-26.24,-1.90%,20,30,0.67,0.00%,Put,04/21/21
"5,600.00",+31.61%,"1,344.20","1,346.25","1,348.30",0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"5,700.00",+33.96%,"1,444.20","1,446.25","1,448.30","1,463.49","1,463.49",unch,1,0,0.00,0.00%,Put,06/14/21
"5,800.00",+36.31%,"1,544.10","1,546.15","1,548.20",0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"5,900.00",+38.66%,"1,644.10","1,646.15","1,648.20",0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"6,000.00",+41.01%,"1,744.00","1,746.05","1,748.10",0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"6,100.00",+43.36%,"1,844.00","1,846.05","1,848.10",0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
"6,200.00",+45.71%,"1,944.00","1,946.05","1,948.10","1,963.24",-80.78,-3.95%,1,1,1.00,0.00%,Put,06/14/21
"Downloaded from Barchart.com as of 06-15-2021 05:30am CDT"
